album,artist,genre,id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Chronicle: 20 Greatest Hits,Creedence Clearwater Revival,Gaming,5XE8c07vbpQBUriwybOHtd,Have You Ever Seen The Rain?,0.0876,0.776,160000,0.516,1.82E-05,0,0.182,-9.981,1,0.0295,115.989,4,0.806
Once Upon A Time (Deluxe),Simple Minds,Gaming,4aWn4NHlELpOehxsBaQeoe,Don't You (Forget About Me),0.178,0.66,263040,0.82,0.0231,9,0.0605,-6.601,1,0.0298,111.341,4,0.647
The Age Of Plastic,The Buggles,Gaming,6t1FIJlZWTQfIZhsGjaulM,Video Killed The Radio Star,0.113,0.698,253800,0.636,0.0119,1,0.218,-13.689,1,0.0852,131.033,4,0.315
Hits Of The 80s (100 Songs),A Flock Of Seagulls,Gaming,10zlwR7kvVbD9OBkeZWr3L,I Ran,0.000418,0.537,219907,0.815,0.807,2,0.194,-6.208,1,0.0348,145.424,4,0.691
What I Like About You (And Other Romantic Hits),The Romantics,Gaming,6NdcSEhpGGAYXNnnhGS2s6,What I Like About You,0.319,0.542,175400,0.915,5.34E-05,9,0.171,-9.637,1,0.0549,159.81,4,0.92
The Wall [2011 - Remaster] (2011 Remastered Version),Pink Floyd,Gaming,3fuXKiEzDCs1IBnLHQ5CL0,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",0.0781,0.694,238747,0.394,0.000677,0,0.247,-15.881,1,0.0428,104.126,4,0.719
Talking Heads 77 (Deluxe Version),Talking Heads,Gaming,1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remastered Version,0.0707,0.721,261413,0.521,0.00552,2,0.127,-8.123,1,0.0612,123.118,4,0.942
The Essential Kenny Loggins,Kenny Loggins,Gaming,4YR6Dextuoc3I8nJ0XgzKI,Footloose,0.159,0.564,226293,0.911,4.36E-05,2,0.118,-5.39,1,0.0536,173.938,4,0.582
Death To The Pixies,Pixies,Gaming,5BP0oaQ1VhuaznT77CBXQp,Where Is My Mind?,0.0177,0.508,231667,0.597,0.000856,4,0.091,-8.063,1,0.0396,81.982,4,0.185
INXS Remastered,INXS,Gaming,1sR4aKaHpLrc9u7g4ii90U,Need You Tonight,0.0419,0.795,181107,0.63,0.575,10,0.0894,-7.217,0,0.0841,108.701,4,0.785
Singles (Remastered),New Order,Gaming,1RSy7B2vfPi84N80QJ6frX,Blue Monday - 2016 Remastered Version,0.000726,0.793,450800,0.703,0.88,0,0.075,-9.548,1,0.0581,130.27,4,0.856
Violent Femmes,Violent Femmes,Gaming,5TM2eqdzfWPHklI7YnBmsD,Blister in the Sun - 2002 Remastered Version,0.219,0.701,144333,0.261,0,0,0.0821,-19.846,1,0.0938,97.042,4,0.89
Raising Hell,Run–D.M.C.,Gaming,6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way,0.00796,0.759,309760,0.578,8.18E-05,6,0.0605,-12.56,0,0.0468,105.598,4,0.944
Greatest,Duran Duran,Gaming,2HuHopKnnuGQEpGb0CssCs,Hungry Like The Wolf,0.0222,0.654,205227,0.903,0,0,0.241,-5.252,1,0.0798,129.442,4,0.607
Knee Deep In The Hoopla,Starship,Gaming,7aHRctaQ7vjxVTVmY8OhAA,We Built This City,0.052,0.661,296080,0.908,0,5,0.0708,-4.897,1,0.039,144.091,4,0.656
Bang!... The Greatest Hits Of Frankie Goes To Hollywood,Frankie Goes To Hollywood,Gaming,3ugkTU1CHtrsjW70yQd66X,Relax,0.296,0.691,237493,0.653,1.86E-06,9,0.0656,-10.024,1,0.035,115.307,4,0.819
This Is How We Do It,Montell Jordan,Gaming,6uQKuonTU8VKBz5SHZuQXD,This Is How We Do It,0.0159,0.799,238800,0.63,0,0,0.453,-9.279,1,0.0748,103.647,4,0.772
The Captain And Me,The Doobie Brothers,Gaming,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',0.0916,0.575,207267,0.912,0.00211,7,0.0562,-7.275,0,0.0393,117.399,4,0.843
Mellon Collie and the Infinite Sadness (2012 - Remaster),The Smashing Pumpkins,Gaming,4qMzPtAZe0C9KWpWIzvZAP,Bullet With Butterfly Wings,5.59E-05,0.404,258467,0.72,0.836,10,0.0466,-9.18,0,0.0626,121.649,4,0.475
Ill Communication (Deluxe Version) [Remastered],Beastie Boys,Gaming,7zLZFcyX6jN6YX7KFRzZf3,Sabotage - 2009 Digital Remaster,0.00497,0.32,178293,0.943,0.192,6,0.0984,-5.789,0,0.126,166.524,4,0.49
Greatest Hits,Tom Petty,Gaming,128pBRZZgdi3BhS104k5Qv,Runnin' Down A Dream,0.00231,0.467,263213,0.928,0.406,9,0.476,-9.494,1,0.0369,169.869,4,0.783
Double Platinum,KISS,Gaming,2jz6rWGqVCYsymwxGoaON4,Detroit Rock City,0.0597,0.544,215899,0.903,0.000102,5,0.309,-6.671,1,0.0606,90.569,4,0.459
Astro Lounge,Smash Mouth,Gaming,3cfOd4CMv2snFaKAnMdnvK,All Star,0.0319,0.731,200373,0.861,0,11,0.0829,-5.881,1,0.0323,104.034,4,0.78
Sublime (Explicit Version),Sublime,Gaming,3oVSsJXNADnYAnZWiEWFJH,What I Got,0.0172,0.795,171067,0.706,0.000384,7,0.326,-7.494,1,0.101,95.593,4,0.623
The Best Of Cutting Crew,Cutting Crew,Gaming,0YPXkQthLWrhNGoKTbwCJ8,(I Just) Died in Your Arms,0.0119,0.632,278627,0.727,7.64E-05,11,0.0678,-11.209,0,0.0438,124.919,4,0.499
The Very Best Of,Don Henley,Gaming,7KY40pRBPKQSaSe0j5nKUK,The Boys Of Summer,0.399,0.516,288333,0.776,0.00128,6,0.21,-6.409,1,0.0412,177.399,4,0.859
Rumours (Super Deluxe),Fleetwood Mac,Gaming,5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remastered Edition,0.009,0.545,270213,0.67,0.000822,9,0.0451,-8.81,1,0.0496,151.553,4,0.481
Billy Idol,Billy Idol,Gaming,4zmx3vEPgRPjRT2CszUsZo,White Wedding - Part 1 - 2001- Remaster,0.00363,0.634,250760,0.804,0.00499,9,0.347,-6.74,1,0.0329,147.335,4,0.719
20th Century Masters: The Millennium Collection: The Best Of Robert Palmer,Robert Palmer,Gaming,477uFn72G9TmZ5ouu23rMZ,Addicted To Love,0.374,0.703,363573,0.652,3.42E-06,2,0.0494,-10.635,1,0.0309,111.594,4,0.974
The Gift Of Game,Crazy Town,Gaming,4BggEwLhGfrbrl7JBhC8EC,Butterfly,0.00132,0.736,216733,0.811,0.000142,9,0.107,-4.17,0,0.081,103.502,4,0.609
Breakfast In America (Deluxe Edition),Supertramp,Gaming,4a5pNRjwmzYQuEY1E7O6pj,Breakfast In America - Remastered,0.431,0.535,159347,0.645,1.46E-06,0,0.0793,-5.734,0,0.0306,75.063,4,0.791
Total Madness (2012),Madness,Gaming,0BTsVL5VMdq5zGNRSTHozJ,Our House,0.0267,0.524,190840,0.802,3.83E-06,0,0.224,-5.13,1,0.0432,121.35,4,0.712
The Singles,Corey Hart,Gaming,1QbQL5m30YNvukitIqAnFG,Sunglasses At Night,0.258,0.686,320528,0.609,0.00015,10,0.113,-11.469,0,0.0444,127.736,4,0.719
The Runaways,The Runaways,Gaming,7cdnq45E9aP2XDStHg5vd7,Cherry Bomb,0.0635,0.492,138707,0.835,2.09E-05,11,0.135,-8.072,1,0.0769,136.814,4,0.488
The Best Of Rick Springfield,Rick Springfield,Gaming,0TF3F5Lw5apoD1zvR8LikO,Jessie's Girl,0.0752,0.688,192867,0.706,0,2,0.0924,-7.925,1,0.042,131.705,4,0.842
Definitely Maybe (Remastered) [Deluxe Edition],Oasis,Gaming,2audnG64ggVIYMaKsqA1ot,Supersonic - Remastered,6.64E-05,0.355,283790,0.893,0.0189,9,0.233,-3.921,1,0.0391,104.02,4,0.653
Dire Straits (Remastered),Dire Straits,Gaming,37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,0.0614,0.733,348624,0.794,0.0367,5,0.33,-10.023,1,0.0307,148.174,4,0.931
All The Pain Money Can Buy,Fastball,Gaming,7IsEXPk6qqt30FfQv4SZMa,The Way,0.154,0.653,257093,0.874,1.36E-05,6,0.307,-5.66,0,0.0341,120.84,4,0.902
Greatest Hits: Huey Lewis And The News,Huey Lewis & The News,Gaming,2olVm1lHicpveMAo4AUDRB,The Power Of Love - 2006 Digital Remaster,0.0964,0.768,234333,0.829,2.92E-05,5,0.097,-5.109,1,0.0313,118.773,4,0.962
"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Kenny Loggins,Gaming,34x6hEJgGAOQvmlMql5Ige,Danger Zone,0.241,0.544,215133,0.897,0,3,0.13,-6.056,0,0.0471,157.17,4,0.647
Burning Down The House / I Get Wild/Wild Gravity [Digital 45],Talking Heads,Gaming,2VNfJpwdEQBLyXajaa6LWT,Burning Down The House (45 Version),0.00644,0.779,241920,0.87,0.0107,5,0.0399,-13.141,0,0.0574,102.689,4,0.555
Monstercat 007 - Solace,Feint,Gaming,26vNIXrv6BI6l0gHHk81Hg,Time Bomb (feat. Veela),0.00049,0.335,211644,0.811,0.0231,11,0.178,-4.911,1,0.0339,175.015,4,0.222
Monstercat 010 - Conquest,Feint,Gaming,0U8azVJLFJhIqAbOqoPUMG,Snake Eyes (feat. CoMa),0.000441,0.501,264835,0.814,0.115,7,0.269,-5.883,0,0.0744,173.936,4,0.172
Pressure (The Remixes),Nadia Ali,Gaming,2g136494iEXB1GGPakAFzx,Pressure - Alesso Remix,0.000569,0.635,365990,0.795,0.571,10,0.0986,-4.816,0,0.0421,128.006,4,0.357
Wake Me Up,Avicii,Gaming,4QRZirU4s1f30iDHzuKncj,Wake Me Up,0.00389,0.516,249693,0.806,0.000674,2,0.115,-5.133,1,0.0538,124.118,4,0.577
In My Bedroom,Ralvero,Gaming,2tYu7WGPtMhUzRBYzWWU3j,In My Bedroom - Original Vocal Extended,0.00679,0.858,341903,0.81,0.000201,7,0.358,-5.471,1,0.0997,126.015,4,0.425
Years,Alesso,Gaming,2YBnNbMOUUSkqncnQgkqST,Years - ラジオ・エディット,0.00234,0.37,195480,0.823,1.91E-06,2,0.174,-6.245,1,0.0805,128.008,4,0.323
Clarity,Zedd,Gaming,60wwxj6Dd9NJlirf84wr2c,Clarity,0.0371,0.514,271427,0.776,0,8,0.0735,-3.393,1,0.0783,127.975,4,0.21
Bangarang EP,Skrillex,Gaming,3FUZpoj9VV0sgc8RqbS3xQ,Kyoto (feat. Sirah),0.0012,0.605,200787,0.92,0.000596,4,0.483,-2.298,0,0.0713,174.974,4,0.219
Random Album Title,deadmau5,Gaming,0zbuvyQQFhJCKFWScdY1C5,I Remember,0.024,0.818,547493,0.515,0.25,11,0.123,-8.047,0,0.047,128.001,4,0.601
Long Time Remixes,John De Sohn,Gaming,5Rcq5IW9Yjh6kuNQHZWaAC,Long Time - Radio Edit,0.039,0.524,179880,0.814,1.80E-06,1,0.366,-8.225,0,0.044,127.961,4,0.358
"The Island (Steve Angello, AN21 & Max Vangeli Remix)",Pendulum,Gaming,2RS9TJTiHvg0guy8hSmiAF,"The Island - Steve Angello, AN21, Max Vangeli Remix",0.00231,0.612,399523,0.825,0.000462,7,0.294,-6.261,1,0.217,125.943,4,0.114
4:00 AM,Kaskade,Gaming,5ri1IsLD6d7IlWTkSTJgT3,4 AM - Adam K & Soha Radio Edit,0.23,0.623,221067,0.694,0.398,11,0.0977,-7.572,0,0.0389,126.979,3,0.146
4x4=12,deadmau5,Gaming,3jnZjSqydlIYAZhY8eHLEr,Animal Rights,0.000179,0.976,375049,0.406,0.17,11,0.676,-6.962,0,0.288,128.015,4,0.387
Kaleidoscope Remixed,Tiësto feat. C.C. Sheffield,Gaming,7k6QNOoWbRCVwvRxlF5TR5,Escape Me - Avicii Remix,0.0229,0.26,354375,0.835,0.292,11,0.0417,-5.432,0,0.0511,170.59,5,0.247
In and out of Love,Armin van Buuren,Gaming,1Hm1e7VMs1CmqzhjOLEci1,In And Out Of Love (Radio edit),0.057,0.54,183111,0.669,0.000142,5,0.0998,-7.212,0,0.0285,134.987,4,0.39
Eject pt. I,CAZZETTE,Gaming,3tBHQJmuE0BOKR7l4Anap5,Beam Me Up (Kill Mode) (Radio Edit),0.00838,0.568,203810,0.878,3.30E-06,0,0.0896,-3.156,1,0.0447,125.967,4,0.28
You're Gonna Love Again,NERVO,Gaming,1WCqug3DGIktGZhHhdUcJO,You're Gonna Love Again,0.0111,0.408,201307,0.894,0.0172,1,0.135,-5.209,0,0.0732,125.976,4,0.275
The Veldt,deadmau5,Gaming,3WcahCzAE3eJ5WWRXzXGDL,The Veldt (feat. Chris James) [8 Minute Edit],0.125,0.734,519848,0.658,0.495,9,0.0713,-8.28,1,0.0314,128.03,4,0.348
Hurry Up We're Dreaming,M83,Gaming,36lqt57OHqk48BVFzPDEKt,Midnight City,0.0191,0.521,243960,0.752,0,11,0.0682,-5.374,0,0.0369,105.051,4,0.3
Ready For The Weekend,Calvin Harris,Gaming,1SJWKuVWzg2mXY6dMp9Rsp,You Used to Hold Me,0.0205,0.626,229173,0.968,0,11,0.321,-6.014,0,0.0462,128.969,4,0.176
Eyes,Kaskade,Gaming,55YqjcAX8TWk8LLUvBnkP4,Eyes - Extended Mix,0.000719,0.632,435745,0.488,0.23,0,0.0751,-8.101,1,0.0469,128.013,4,0.213
Blow The Roof,Flux Pavilion,Gaming,3a6unUszLQkRhXDPzQfxRa,Starlight,0.00349,0.501,250952,0.869,0.161,1,0.0578,-5.113,0,0.0296,140.006,4,0.067
Changed The Way You Kiss Me,Example,Gaming,4c5ZzFEXngHlf1KRoaLH0Z,Changed The Way You Kiss Me - Radio Edit,0.00704,0.578,193907,0.832,0.00231,4,0.0929,-3.799,0,0.0377,126.999,4,0.243
Silhouettes,Avicii,Gaming,1nO67wic65N413c11zKxM7,Silhouettes - Original Radio Edit,0.155,0.605,211880,0.8,0.0562,5,0.121,-6.235,0,0.0545,128.074,4,0.836
4x4=12,deadmau5,Gaming,1SLzuYDwMg3tSvsVJOxzNp,Raise Your Weapon - Original Mix,0.0166,0.507,502909,0.699,0.00172,1,0.112,-7.483,1,0.0814,139.909,4,0.0744
Let's Go,Calvin Harris,Gaming,2XERAvP5rto44nAuJE2Rni,Let's Go - Radio Edit,0.00659,0.671,226107,0.905,0.000425,4,0.22,-2.59,0,0.0612,128.023,4,0.739
4x4=12,deadmau5,Gaming,20z8eajtRNnsRueGEzQyLi,Some Chords,6.42E-05,0.786,444141,0.427,0.537,1,0.0732,-8.015,1,0.0669,128.005,4,0.42
Bangarang EP,Skrillex,Gaming,1SbqxemPdwGlvmirtQVkCU,Summit (feat. Ellie Goulding),0.226,0.692,373987,0.773,0.0104,6,0.108,-3.739,1,0.0359,139.989,4,0.486
La La La,Naughty Boy,Gaming,52gvlDnre9craz9dKGObp8,La La La,0.123,0.748,220779,0.685,0,6,0.113,-4.39,0,0.0314,125.041,4,0.269
No Mercy,T.I.,Gaming,4UwtMoKBvYi0mMbH2ZI3uB,That's All She Wrote (feat. Eminem),0.0328,0.496,318360,0.785,0,7,0.0941,-3.472,1,0.306,170.02,4,0.357
When I'm Gone (International Version),Eminem,Gaming,4CDIEKHMb2MBgvgHBkhiJD,When I'm Gone,0.0553,0.618,281320,0.746,0,10,0.273,-5.476,0,0.352,75.272,4,0.75
Machine Gun Funk (WoodysProduce Remix),The Notorious B.I.G.,Gaming,7paFS4dSVezRULVsoSRH1H,Machine Gun Funk (WoodysProduce Remix),0.00307,0.525,201456,0.802,2.50E-06,4,0.385,-6.491,0,0.319,94.452,4,0.695
Get Wet,Krewella,Gaming,457p7UH7hoHrbA2iI4PSCA,Live for the Night,0.0138,0.499,206480,0.843,0,6,0.124,-2.224,1,0.113,127.932,4,0.533
Sunlight (2011),Modestep,Gaming,3bbtEl3UDzQn0ti5TqPtRH,Sunlight,0.000289,0.359,230120,0.822,1.21E-05,0,0.148,-5.447,1,0.115,139.416,4,0.395
Injustice / Affliction,Sabre,Gaming,079IiFGUzZbbHbj7jHtF6S,Injustice,0.00911,0.535,341322,0.91,0.561,2,0.163,-6.298,0,0.0583,84.807,4,0.506
Pure - EP,Rameses B,Gaming,2LG0RbvtDLGjSiI0aNOWIg,Meaning of Life,0.488,0.534,327529,0.567,0.898,0,0.133,-7.928,0,0.0452,170.029,4,0.329
Disc-Overy,Tinie Tempah,Gaming,1r6qb16NrVY0M70uRmaCYS,Wonderman - feat. Ellie Goulding,0.178,0.619,219080,0.745,0,11,0.202,-4.801,0,0.13,91.969,4,0.532
FutureSex/LoveSounds,Justin Timberlake,Gaming,1MBM7CyZbwJpVbbZJnHHRg,Summer Love,0.0756,0.606,252973,0.591,0,0,0.328,-7.228,0,0.087,95.802,4,0.477
racine carrée,Stromae,Gaming,4z70Px77quweOupQRiaG2Q,Formidable,0.1,0.461,213933,0.628,0,4,0.198,-9.046,0,0.169,143.055,4,0.528
Papaoutai,Stromae,Gaming,6MvTH94jL3GxlVFO5Ssk1L,Papaoutai,0.0311,0.715,231509,0.825,0,10,0.0737,-6.582,0,0.0804,115.955,4,0.262
Burn,Ellie Goulding,Gaming,1gT2IVtBEiEfedxp1xXk3U,Burn,0.302,0.558,231212,0.778,0,10,0.101,-4.793,0,0.0459,86.93,4,0.339
Walking On Air (Ft Bella Blue),Anise.K,Gaming,5L61x0GW0NLXTcZgJcPcvr,Walking On Air,0.0467,0.588,226747,0.851,0,5,0.206,-5.817,0,0.0845,128.035,4,0.709
TRUE,Avicii,Gaming,3zKST4nk4QJE77oLjUZ0Ng,Hey Brother,0.0309,0.545,255093,0.78,4.64E-05,7,0.0828,-4.867,0,0.0436,125.014,4,0.458
Night Visions (Deluxe),Imagine Dragons,Gaming,2Oehrcv4Kov0SuIgWyQY9e,Demons,0.202,0.327,175200,0.71,9.00E-05,3,0.28,-2.928,1,0.0547,179.561,4,0.416
"Urban by Nature, Sound Design by DJ Ravin",Phonique,Gaming,2aUqYjfw6IdN3F1pnlXAGJ,Feel what you want - Feat. Rebecca,0.0327,0.854,361973,0.662,0.0637,9,0.101,-10.617,0,0.0629,121.998,4,0.409
Monstercat 009 - Reunion,Feint,Gaming,6GU8pjpSBPVFr1iRT03fs7,Fury,0.000735,0.415,231728,0.955,0.876,5,0.218,-3.538,0,0.0903,174.087,4,0.143
Intense,Armin van Buuren,Gaming,3lJbKB0A7wo8HbtlsQep76,Beautiful Life,0.05,0.64,368640,0.754,0.0131,8,0.0754,-6.977,1,0.0394,128.001,4,0.456
This Is What It Feels Like,Armin van Buuren,Gaming,6NdkzOSCLzmyV9Qc4DKhJ2,This Is What It Feels Like,0.0391,0.552,204360,0.831,2.93E-06,8,0.0632,-5.217,1,0.0298,129.889,5,0.144
I Could Be The One [Avicii vs Nicky Romero],Avicii,Gaming,2bNrvWD9d5Zn9tS8XvcaMk,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,0.332,0.509,208316,0.79,6.67E-05,6,0.316,-3.782,0,0.0374,127.946,4,0.638
La Musica [The Trumpeter] (feat. Lovelle),Ray Foxx,Gaming,1rduVPVURExyWefY840JfL,La Musica [The Trumpeter] - feat. Lovelle [Radio Edit],0.0562,0.758,186748,0.747,0.00179,1,0.16,-4.772,1,0.071,128.106,4,0.677
Under Control,Calvin Harris,Gaming,352zfYbDFG8sxkmOAhVeuj,Under Control,0.137,0.55,184373,0.919,0.00123,8,0.0886,-3.431,1,0.0786,126.065,4,0.511
18 Months,Calvin Harris,Gaming,24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing,0.197,0.573,212560,0.929,0.000112,8,0.0567,-3.942,0,0.109,127.934,4,0.582
Love Me Again,John Newman,Gaming,57PjISfyOyDcvTPipz16nf,Love Me Again,0.00441,0.485,240289,0.915,0.00112,2,0.0987,-3.469,0,0.0544,126.027,4,0.201
Waking Up,OneRepublic,Gaming,1NhPKVLsHhFUHIOZ32QnS2,Secrets,0.098,0.515,224693,0.767,0,2,0.121,-6.199,1,0.0352,148.024,4,0.38
The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),DJ Shadow,Gaming,16xC6ZAyPx2iJfiAoXCCzn,Six Days - Remix,0.0351,0.641,232000,0.943,0.000259,5,0.328,-6.254,0,0.264,171.811,4,0.718
Sonnentanz (Sun Don't Shine),Klangkarussell,Gaming,7G5FO7sFeC7Idwu9cXzVNl,Sonnentanz (Sun Don’t Shine),0.18,0.694,220625,0.556,0.0284,5,0.105,-8.558,0,0.0892,119.946,4,0.197
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Lana Del Rey,Gaming,6D5pfooPP6hi99RaXjkDsP,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,0.0138,0.567,214912,0.813,9.03E-06,1,0.125,-5.744,0,0.0581,126.044,4,0.114
Tourist History,Two Door Cinema Club,Gaming,1qfYG2JrchEyJiqKnkE7YQ,What You Know,0.000665,0.55,189693,0.753,7.74E-06,6,0.0921,-4.003,0,0.0407,139.048,4,0.841
Upside Down: The Story Of Creation OST,Oasis,Gaming,4yBiZFLXn0n9AUJ5sWO88k,Wonderwall,0.000676,0.402,258717,0.845,0,2,0.158,-6.459,1,0.0319,174.727,4,0.686
Icarus,Madeon,Gaming,15ccEhr9NN3Blmdr0hQwj9,Icarus,0.000245,0.48,214267,0.841,0.303,1,0.111,-2.267,0,0.0529,126.113,4,0.143
Night Visions,Imagine Dragons,Gaming,6WfoUPXnRTAwELglkc2zSW,On Top Of The World,0.0717,0.581,192280,0.924,4.49E-06,0,0.0859,-5.578,1,0.182,99.517,4,0.774
Club Tracks In Bm (10a) World Edition 1,PH Electro,Gaming,4d90eO3k2xKD6AeAQpolgv,Englishman In New York (Radio Edit),0.0081,0.442,171914,0.868,0,11,0.331,-4.555,0,0.0564,125.855,4,0.37
Reload (Vocal Version / Radio Edit),Sebastian Ingrosso,Gaming,40AYRnDKhhrH4JZO4KS9Dj,Reload - Vocal Version / Radio Edit,0.0731,0.485,221273,0.736,0,4,0.061,-4.617,0,0.0515,128.053,4,0.434
Monstercat 011 - Revolution,Vicetone,Gaming,7EAM4KXX04XU9H0VwxtqyE,Harmony,0.0211,0.808,376779,0.69,0.324,5,0.12,-7.062,0,0.261,128.013,4,0.328
Legacy (Remixes),Nicky Romero,Gaming,17yQvoztJWobwZD6o0O8zi,Legacy - Vicetone Remix,0.0093,0.675,337520,0.881,5.92E-05,0,0.334,-2.506,0,0.0636,127.981,4,0.221
Finale,Madeon,Gaming,0DanGj9TtgZIjJnHdTbW9v,Finale,0.00655,0.42,205200,0.863,1.39E-05,7,0.147,-3.135,0,0.0473,92.131,4,0.172
18 Months,Calvin Harris,Gaming,1KtD0xaLAikgIt5tPbteZQ,Thinking About You,0.00262,0.725,247933,0.874,0.000412,0,0.0958,-3.715,0,0.0396,127.985,4,0.748
Monstercat 012 - Aftermath,Vicetone,Gaming,7eVZbb7YlUopOeuiyRcJ7Z,Heartbeat (feat. Collin McLoughlin),0.035,0.72,393750,0.77,1.88E-06,11,0.46,-4.069,0,0.0762,127.996,4,0.217
Monstercat - The Best of 2013,Feint,Gaming,130MSkElbCeCKHZLs2xB71,Homebound,0.000181,0.384,264835,0.919,0.85,11,0.0809,-6.145,1,0.0537,174.098,4,0.117
Apollo,Hardwell,Gaming,5v54ZQ0glzbB9XUPTaX0cj,Apollo - Radio Edit,0.015,0.56,209766,0.742,0.0134,9,0.639,-6.122,1,0.0666,128.06,4,0.275
Atmosphere (Radio Edit) - Single,Kaskade,Gaming,2wbcjTV5RQsvC3YIH2GT1R,Atmosphere (Radio Edit),0.0215,0.589,231440,0.76,3.85E-06,3,0.074,-4.622,1,0.0403,122.967,4,0.448
Atmosphere,Kaskade,Gaming,5bw3ANysdLNdRl8wZfunVp,Last Chance,0.0632,0.416,258293,0.848,0.0172,3,0.105,-4.688,0,0.0596,127.905,4,0.165
Strobe,deadmau5,Gaming,6c9EGVj5CaOeoKd9ecMW1U,Strobe - Radio Edit,8.45E-05,0.649,214042,0.706,0.831,8,0.163,-7.209,0,0.031,128.032,4,0.0736
Tomorrowland 2012_02,Martin Solveig,Gaming,3Dx4tf1PskkT1jYqnWjBKr,The Night Out - A-Trak vs. Martin Rework,0.00237,0.545,232510,0.928,1.66E-06,1,0.338,-3.358,0,0.135,127.985,4,0.617
Enhanced Music - Autumn Collection 2010,Phillip Alpha,Gaming,4rl62nhAXeN2Yih7yTl1Xw,Valente - Estiva Remix,0.00031,0.637,503033,0.629,0.895,5,0.114,-10.569,0,0.0428,134.004,4,0.2
Rewind,Emma Hewitt,Gaming,6ZCdcFLHmRk4NXylGaIHPk,Rewind - Mikkas Remix,0.000783,0.654,362091,0.901,0.729,1,0.206,-5.645,1,0.0929,127.995,4,0.188
Damaged,Antillas,Gaming,7GMTLbNJXncUbewD6VOAFh,Damaged - Radio Mix,0.084,0.599,197813,0.656,0,11,0.146,-5.047,0,0.0552,130.063,4,0.353
Feint EP1,Feint,Gaming,411rcI6KFOx1BYw8HY4shd,Reprise - Original Mix,1.21E-05,0.274,246861,0.868,0.815,7,0.201,-7.955,1,0.0332,175.084,4,0.212
Nobody's Perfect,Jessie J,Gaming,1POpzXwi5LRsjwWO9sgRAj,Nobody's Perfect - Netsky Full Vocal Remix,0.000982,0.601,295840,0.746,0.000105,7,0.0922,-8.097,0,0.0415,86.505,4,0.172
The Dead Symphonic EP,Zomboy,Gaming,2ThslNnPGmK82KFcCF2Lxm,Nuclear (Hands Up),0.00526,0.499,316209,0.969,0.000681,4,0.0832,-1.074,0,0.0649,174.019,4,0.526
Play Hard EP,Krewella,Gaming,2SHnUyZq0zwmvRIl4WY77G,Alive,0.00413,0.663,290760,0.822,0.00318,9,0.234,-2.909,1,0.0557,128.002,4,0.567
TRUE,Avicii,Gaming,0xIVvRmjztR1AwuHrkhH41,Addicted To You,0.0505,0.569,148387,0.785,1.12E-06,1,0.086,-4.057,0,0.0457,128.031,4,0.303
TRUE,Avicii,Gaming,7HC3sppue0re7HPfo5zscF,You Make Me,0.00247,0.586,233347,0.727,0.0107,6,0.152,-4.799,1,0.039,124.99,4,0.496
TRUE,Avicii,Gaming,7oSlMkRv5AhPnnGWdFTv20,All You Need Is Love,0.0351,0.772,381120,0.425,0.0247,6,0.0428,-4.838,1,0.092,125.022,4,0.445
Tung!,Deniz Koyu,Gaming,3zaj7MGWMwHZ5eZvKcuaGz,Tung!,0.000596,0.752,365742,0.924,0.735,7,0.258,-4.433,1,0.0515,128.034,4,0.329
Universal Religion Chapter 7,Andrew Rayel,Gaming,4v1SUjO72QYuGgX08xcIkn,Dark Warrior,0.000357,0.477,151818,0.818,0.316,1,0.246,-6.598,1,0.0659,132.135,4,0.188
Leaving You (Remixes - Part 1),Audien,Gaming,4BwaVpGVeCBh8qeQ1hk2my,Leaving You - Thomas Newson Radio Edit,0.047,0.576,187500,0.914,0.0068,9,0.183,-4.037,0,0.0634,127.94,4,0.687
Jar Of Hearts,Dash Berlin,Gaming,4CPqhE745bFe15iZLqtXTS,Jar Of Hearts - Official Radio Edit,0.157,0.52,191225,0.755,2.14E-05,3,0.216,-5.102,1,0.0481,127.912,4,0.107
Beam (Dannic Mix),Mako,Gaming,19y84L32oSIuYeVtxfGHUA,Beam - Dannic Radio Mix,0.00229,0.417,168838,0.843,7.84E-06,1,0.275,-4.72,0,0.0509,127.945,4,0.445
Red Lights,Tiësto,Gaming,3bT5PDBhVj4ifU11zQvGP2,Red Lights,0.000739,0.653,263890,0.829,1.50E-06,10,0.225,-4.783,1,0.0377,124.989,4,0.545
